method,noise_level,sway_coef,tag,output_wav,duration_s,peak_amp,wer,whisper_hyp,sim_A,sim_B,mcd_A
noise_inject,0.15,0.9,a0.15_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.9.wav,12.256,0.9,100.0,"It's so nice, though.",0.1947,0.3227,645.03
noise_inject,0.15,1.0,a0.15_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp1.0.wav,12.256,0.9,100.0,"It's so funny, though.",0.1939,0.3394,644.92
noise_inject,0.2,-1.0,a0.20_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn1.0.wav,12.256,0.9,40.0,None of these call me mother nature. I've been a silent spectator watching species evolve. Empires rise and fall.,0.6842,0.5954,754.95
noise_inject,0.2,-0.9,a0.20_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.9.wav,12.256,0.9,40.0,"See it. Now they call me Motherage. I've been a silent spectator, watching species evolve. Rumors rise and fall.",0.6214,0.5661,738.58
noise_inject,0.2,-0.8,a0.20_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.8.wav,12.256,0.9,100.0,Zynden.,0.5978,0.5563,736.7
noise_inject,0.2,-0.7,a0.20_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.7.wav,12.256,0.9,95.0,"Cindy! There's been our silence waiting. I'd, uh, twice as he fought before. You rise far.",0.5265,0.524,720.04
noise_inject,0.2,-0.6,a0.20_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.6.wav,12.256,0.9,760.0,See you next time. See you next time. See you next time. See you next time. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye. Bye.,0.5151,0.5266,719.82
noise_inject,0.2,-0.5,a0.20_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.5.wav,12.256,0.9,100.0,"It's a night. I'll spell it again. Hey, why isn't your fight here, Father? You, my hair, why?",0.4668,0.4865,715.19
noise_inject,0.2,-0.4,a0.20_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.4.wav,12.256,0.9,95.0,See you next time.,0.3756,0.3833,709.73
noise_inject,0.2,-0.3,a0.20_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.3.wav,12.256,0.9,95.0,It's a night.,0.3128,0.3347,704.45
noise_inject,0.2,-0.2,a0.20_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.2.wav,12.256,0.9,95.0,It's a no.,0.2879,0.3175,699.03
noise_inject,0.2,-0.1,a0.20_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.1.wav,12.256,0.9,95.0,What's a n-n-n-n-l?,0.2655,0.3046,693.84
noise_inject,0.2,-0.0,a0.20_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sn0.0.wav,12.256,0.9,95.0,What's a new name?,0.2488,0.296,687.98
noise_inject,0.2,0.1,a0.20_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.1.wav,12.256,0.9,95.0,It's a new guy.,0.2364,0.293,682.61
noise_inject,0.2,0.2,a0.20_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.2.wav,12.256,0.9,95.0,It's a new guy.,0.2194,0.2843,677.07
noise_inject,0.2,0.3,a0.20_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.3.wav,12.256,0.9,100.0,普通に何かある?,0.1999,0.2742,671.98
noise_inject,0.2,0.4,a0.20_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.4.wav,12.256,0.9,100.0,それに何かある?,0.1832,0.269,665.48
noise_inject,0.2,0.5,a0.20_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.5.wav,12.256,0.9,100.0,それ何だよね?,0.1844,0.2752,659.26
noise_inject,0.2,0.6,a0.20_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.6.wav,12.256,0.9,95.0,See you then.,0.1818,0.283,653.91
noise_inject,0.2,0.7,a0.20_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.7.wav,12.256,0.9,95.0,It's a hell of a day.,0.1708,0.285,649.94
noise_inject,0.2,0.8,a0.20_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.8.wav,12.256,0.9,95.0,It's a hell of a head.,0.1692,0.2985,647.62
noise_inject,0.2,0.9,a0.20_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp0.9.wav,12.256,0.9,2190.0,It's a really heavy. It's a really heavy. It's a really heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy heavy,0.1649,0.3102,646.32
noise_inject,0.2,1.0,a0.20_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.20_sp1.0.wav,12.256,0.9,1660.0,See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later. See you later.,0.1684,0.3228,645.66
noise_inject,0.25,-1.0,a0.25_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn1.0.wav,12.256,0.9,95.0,Same. I think they're not a silent space. Right there. Space has evolved. It's rising far.,0.5611,0.5204,719.83
noise_inject,0.25,-0.9,a0.25_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.9.wav,12.256,0.9,95.0,See you then.,0.5334,0.4943,720.61
noise_inject,0.25,-0.8,a0.25_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.8.wav,12.256,0.9,100.0,Zinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0.4812,0.4456,719.45
noise_inject,0.25,-0.7,a0.25_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.7.wav,12.256,0.9,100.0,Zinninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninninn,0.3658,0.3127,714.32
noise_inject,0.25,-0.6,a0.25_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.6.wav,12.256,0.9,100.0,真人,0.33,0.2828,710.15
noise_inject,0.25,-0.5,a0.25_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.5.wav,12.256,0.9,100.0,真的,0.3121,0.2763,705.97
noise_inject,0.25,-0.4,a0.25_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.4.wav,12.256,0.9,100.0,真的,0.2978,0.2734,702.02
noise_inject,0.25,-0.3,a0.25_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.3.wav,12.256,0.9,100.0,Zinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0.285,0.2713,698.72
noise_inject,0.25,-0.2,a0.25_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.2.wav,12.256,0.9,100.0,Çınnel.,0.2675,0.2735,694.59
noise_inject,0.25,-0.1,a0.25_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.1.wav,12.256,0.9,100.0,Zınnen.,0.2516,0.2695,690.66
noise_inject,0.25,-0.0,a0.25_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sn0.0.wav,12.256,0.9,100.0,진간!,0.2385,0.2709,685.68
noise_inject,0.25,0.1,a0.25_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.1.wav,12.256,0.9,95.0,It's a new gun.,0.2232,0.2644,680.06
noise_inject,0.25,0.2,a0.25_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.2.wav,12.256,0.9,95.0,It's a new game.,0.2066,0.2602,674.64
noise_inject,0.25,0.3,a0.25_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.3.wav,12.256,0.9,95.0,It's a new game.,0.1902,0.2561,670.04
noise_inject,0.25,0.4,a0.25_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.4.wav,12.256,0.9,95.0,See you then. See you then.,0.1722,0.2531,665.1
noise_inject,0.25,0.5,a0.25_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.5.wav,12.256,0.9,95.0,See you then!,0.1661,0.2597,659.88
noise_inject,0.25,0.6,a0.25_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.6.wav,12.256,0.9,100.0,It's in them!,0.1624,0.2666,654.68
noise_inject,0.25,0.7,a0.25_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.7.wav,12.256,0.9,100.0,It's in then.,0.1533,0.2705,651.21
noise_inject,0.25,0.8,a0.25_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.8.wav,12.256,0.9,100.0,It's in there.,0.1521,0.2826,648.12
noise_inject,0.25,0.9,a0.25_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.9.wav,12.256,0.9,100.0,It's in then.,0.1447,0.2882,645.41
noise_inject,0.25,1.0,a0.25_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp1.0.wav,12.256,0.9,100.0,It's in there.,0.147,0.2975,643.3
noise_inject,0.3,-1.0,a0.30_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn1.0.wav,12.256,0.9,95.0,See you then.,0.3755,0.2925,717.8
noise_inject,0.3,-0.9,a0.30_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.9.wav,12.256,0.9,100.0,真年,0.3466,0.2605,714.68
noise_inject,0.3,-0.8,a0.30_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.8.wav,12.256,0.9,100.0,真...年...,0.3373,0.2509,709.79
noise_inject,0.3,-0.7,a0.30_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.7.wav,12.256,0.9,100.0,真年,0.3232,0.2522,708.14
noise_inject,0.3,-0.6,a0.30_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.6.wav,12.256,0.9,100.0,真年,0.3076,0.2444,703.73
noise_inject,0.3,-0.5,a0.30_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.5.wav,12.256,0.9,100.0,真年,0.3023,0.2473,701.38
noise_inject,0.3,-0.4,a0.30_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.4.wav,12.256,0.9,100.0,真的,0.2872,0.2439,698.95
noise_inject,0.3,-0.3,a0.30_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.3.wav,12.256,0.9,100.0,真能,0.2792,0.2485,695.78
noise_inject,0.3,-0.2,a0.30_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.2.wav,12.256,0.9,100.0,真然,0.2654,0.2523,692.08
noise_inject,0.3,-0.1,a0.30_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.1.wav,12.256,0.9,100.0,真然,0.2536,0.2557,687.98
noise_inject,0.3,-0.0,a0.30_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.0.wav,12.256,0.9,100.0,真人,0.2406,0.2593,683.77
noise_inject,0.3,0.1,a0.30_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.1.wav,12.256,0.9,100.0,真人,0.2193,0.2542,678.93
noise_inject,0.3,0.2,a0.30_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.2.wav,12.256,0.9,100.0,It's in then.,0.1984,0.2492,674.31
noise_inject,0.3,0.3,a0.30_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.3.wav,12.256,0.9,100.0,It's in then.,0.1773,0.2452,670.16
noise_inject,0.3,0.4,a0.30_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.4.wav,12.256,0.9,100.0,It's in then.,0.1597,0.2391,665.15
noise_inject,0.3,0.5,a0.30_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.5.wav,12.256,0.9,100.0,It's in then!,0.1577,0.2458,660.5
noise_inject,0.3,0.6,a0.30_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.6.wav,12.256,0.9,100.0,It's in then!,0.1463,0.2467,655.62
noise_inject,0.3,0.7,a0.30_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.7.wav,12.256,0.9,100.0,It's in then!,0.1429,0.2575,651.32
noise_inject,0.3,0.8,a0.30_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.8.wav,12.256,0.9,100.0,What's in them?,0.1358,0.2596,647.39
noise_inject,0.3,0.9,a0.30_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.9.wav,12.256,0.9,100.0,What's in them?,0.1331,0.2656,643.85
noise_inject,0.3,1.0,a0.30_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp1.0.wav,12.256,0.9,100.0,What's in them?,0.1284,0.2691,640.95
noise_inject,0.35,-1.0,a0.35_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn1.0.wav,12.256,0.9,100.0,真年,0.3439,0.2425,711.21
noise_inject,0.35,-0.9,a0.35_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.9.wav,12.256,0.9,100.0,真年,0.3376,0.2397,708.41
noise_inject,0.35,-0.8,a0.35_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.8.wav,12.256,0.9,100.0,真年,0.3228,0.2337,706.2
noise_inject,0.35,-0.7,a0.35_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.7.wav,12.256,0.9,100.0,真年,0.3152,0.2333,703.74
noise_inject,0.35,-0.6,a0.35_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.6.wav,12.256,0.9,100.0,真年,0.3122,0.241,701.32
noise_inject,0.35,-0.5,a0.35_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.5.wav,12.256,0.9,100.0,真然,0.3074,0.2441,698.91
noise_inject,0.35,-0.4,a0.35_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.4.wav,12.256,0.9,100.0,真然,0.2965,0.2486,695.75
noise_inject,0.35,-0.3,a0.35_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.3.wav,12.256,0.9,100.0,真然,0.285,0.2477,692.7
noise_inject,0.35,-0.2,a0.35_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.2.wav,12.256,0.9,100.0,真然,0.2638,0.2454,689.68
noise_inject,0.35,-0.1,a0.35_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.1.wav,12.256,0.9,100.0,真然,0.2472,0.2469,685.74
noise_inject,0.35,-0.0,a0.35_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.0.wav,12.256,0.9,100.0,真然,0.2359,0.2511,682.16
noise_inject,0.35,0.1,a0.35_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.1.wav,12.256,0.9,100.0,真然,0.2229,0.2509,677.84
noise_inject,0.35,0.2,a0.35_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.2.wav,12.256,0.9,100.0,真然,0.1923,0.2411,673.44
noise_inject,0.35,0.3,a0.35_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.3.wav,12.256,0.9,100.0,真然,0.1797,0.2419,669.31
noise_inject,0.35,0.4,a0.35_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.4.wav,12.256,0.9,100.0,진전!,0.1533,0.2321,664.92
noise_inject,0.35,0.5,a0.35_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.5.wav,12.256,0.9,100.0,It's in then.,0.1413,0.2314,660.67
noise_inject,0.35,0.6,a0.35_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.6.wav,12.256,0.9,100.0,It's in them.,0.1372,0.2348,656.56
noise_inject,0.35,0.7,a0.35_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.7.wav,12.256,0.9,100.0,It's in then!,0.1341,0.2407,652.25
noise_inject,0.35,0.8,a0.35_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.8.wav,12.256,0.9,100.0,It's in them!,0.1252,0.2452,647.73
noise_inject,0.35,0.9,a0.35_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.9.wav,12.256,0.9,100.0,It's in them!,0.1198,0.2479,643.26
